Fecha,Producto,País,Ventas
2022-12-18,Producto 3,País 1,4691
2022-12-18,Producto 1,País 2,8525
2022-10-10,Producto 1,País 2,599
2022-12-13,Producto 3,País 2,843
2022-06-16,Producto 3,País 3,4275
2022-11-08,Producto 2,País 3,2181
2022-11-21,Producto 1,País 3,7291
2022-01-01,Producto 1,País 1,1857
2022-09-28,Producto 2,País 1,8629
2022-11-04,Producto 3,País 1,9173
2022-03-16,Producto 2,País 1,3592
2022-08-01,Producto 1,País 2,600
2022-04-24,Producto 2,País 2,7064
2022-09-14,Producto 2,País 2,6216
2022-12-03,Producto 3,País 2,8472
2022-04-20,Producto 1,País 3,9723
2022-05-08,Producto 1,País 2,8119
2022-03-02,Producto 2,País 2,3778
2022-05-21,Producto 3,País 3,4491
2022-06-27,Producto 3,País 3,5695
2022-09-04,Producto 1,País 2,7718
2022-12-16,Producto 2,País 3,7756
2022-11-11,Producto 1,País 2,3404
2022-05-12,Producto 1,País 3,9205
2022-07-17,Producto 3,País 2,7304
2022-03-07,Producto 3,País 2,9883
2022-06-09,Producto 3,País 1,4566
2022-04-02,Producto 3,País 2,613
2022-11-17,Producto 1,País 1,9965
2022-05-23,Producto 3,País 3,6069
2022-04-22,Producto 2,País 2,1053
2022-07-05,Producto 1,País 2,5396
2022-07-08,Producto 3,País 1,2068
2022-09-08,Producto 3,País 3,5477
2022-11-17,Producto 3,País 1,770
2022-08-23,Producto 1,País 2,9409
2022-06-15,Producto 1,País 2,5560
2022-09-28,Producto 2,País 2,3025
2022-10-04,Producto 1,País 3,5335
2022-02-12,Producto 1,País 1,9816
2022-06-04,Producto 2,País 2,1427
2022-06-13,Producto 1,País 1,1519
2022-11-24,Producto 2,País 2,5429
2022-03-08,Producto 1,País 3,2931
2022-10-15,Producto 1,País 3,9697
2022-06-04,Producto 3,País 2,3677
2022-08-27,Producto 2,País 1,8606
2022-04-20,Producto 1,País 3,4814
2022-08-25,Producto 1,País 2,9917
2022-08-01,Producto 3,País 1,6832
2022-05-16,Producto 2,País 3,3104
2022-05-26,Producto 1,País 1,9242
2022-10-10,Producto 3,País 1,6864
2022-12-28,Producto 3,País 2,2487
2022-11-10,Producto 2,País 2,4859
2022-01-26,Producto 1,País 2,1984
2022-04-25,Producto 1,País 2,4782
2022-12-16,Producto 3,País 1,1580
2022-05-01,Producto 1,País 3,9759
2022-03-18,Producto 3,País 3,8086
2022-01-12,Producto 2,País 1,3163
2022-03-14,Producto 2,País 1,4075
2022-02-21,Producto 1,País 2,8477
2022-01-17,Producto 1,País 2,6217
2022-11-18,Producto 3,País 1,1746
2022-09-25,Producto 3,País 2,8514
2022-01-23,Producto 2,País 3,8452
2022-11-06,Producto 1,País 2,9056
2022-08-22,Producto 2,País 2,7591
2022-08-03,Producto 1,País 1,508
2022-11-09,Producto 1,País 2,6670
2022-03-15,Producto 1,País 1,973
2022-11-07,Producto 2,País 3,5785
2022-10-14,Producto 2,País 3,1842
2022-10-06,Producto 3,País 3,145
2022-08-25,Producto 2,País 1,2483
2022-11-28,Producto 2,País 1,9321
2022-06-15,Producto 3,País 1,1910
2022-10-07,Producto 2,País 2,6514
2022-11-01,Producto 2,País 3,3814
2022-08-14,Producto 1,País 3,6114
2022-02-20,Producto 3,País 3,9238
2022-11-07,Producto 3,País 3,2460
2022-09-09,Producto 3,País 2,1014
2022-02-25,Producto 2,País 3,9459
2022-07-13,Producto 1,País 2,7704
2022-05-17,Producto 1,País 1,5514
2022-12-11,Producto 2,País 2,5217
2022-08-14,Producto 2,País 2,3427
2022-02-23,Producto 3,País 1,8464
2022-10-26,Producto 3,País 2,2899
2022-12-20,Producto 2,País 2,4617
2022-05-04,Producto 1,País 2,8755
2022-01-09,Producto 1,País 2,1267
2022-04-24,Producto 2,País 3,8608
2022-05-11,Producto 3,País 2,6385
2022-10-13,Producto 2,País 1,2544
2022-11-15,Producto 2,País 2,7703
2022-04-05,Producto 3,País 1,6894
2022-04-14,Producto 3,País 3,6967
2022-10-19,Producto 2,País 2,856
2022-06-07,Producto 1,País 3,6976
2022-03-24,Producto 1,País 1,3948
2022-07-02,Producto 1,País 3,2401
2022-06-12,Producto 1,País 2,197
2022-07-03,Producto 1,País 1,4966
2022-04-20,Producto 1,País 1,2119
2022-08-25,Producto 3,País 2,1248
2022-10-15,Producto 3,País 3,5899
2022-01-11,Producto 3,País 1,9924
2022-10-14,Producto 2,País 1,9220
2022-06-21,Producto 1,País 2,7489
2022-11-25,Producto 3,País 3,1353
2022-09-16,Producto 2,País 2,1101
2022-08-17,Producto 1,País 2,3643
2022-08-25,Producto 3,País 2,7097
2022-12-09,Producto 1,País 3,4507
2022-08-10,Producto 3,País 1,1441
2022-02-19,Producto 1,País 1,5022
2022-06-08,Producto 1,País 1,7645
2022-06-28,Producto 2,País 2,5418
2022-03-27,Producto 3,País 2,3535
2022-07-10,Producto 2,País 3,4838
2022-06-11,Producto 3,País 2,3565
2022-04-05,Producto 2,País 1,3379
2022-12-19,Producto 3,País 2,5087
2022-07-05,Producto 1,País 3,6030
2022-05-12,Producto 1,País 1,4902
2022-01-18,Producto 1,País 2,5925
2022-10-17,Producto 3,País 1,1158
2022-07-04,Producto 2,País 3,8441
2022-06-11,Producto 3,País 2,5763
2022-01-03,Producto 1,País 3,9857
2022-05-27,Producto 3,País 3,2821
2022-11-20,Producto 2,País 3,6710
2022-04-07,Producto 2,País 1,6996
2022-05-13,Producto 2,País 3,2198
2022-09-20,Producto 1,País 2,3211
2022-09-14,Producto 2,País 3,4164
2022-01-26,Producto 1,País 2,4612
2022-02-04,Producto 2,País 2,8302
2022-09-14,Producto 1,País 2,5035
2022-10-19,Producto 2,País 1,9060
2022-08-05,Producto 2,País 1,4800
2022-06-16,Producto 1,País 2,4913
2022-08-16,Producto 1,País 1,1629
2022-11-03,Producto 3,País 3,1661
2022-05-07,Producto 1,País 1,2553
2022-09-17,Producto 2,País 3,8682
2022-07-11,Producto 1,País 3,2201
2022-05-26,Producto 2,País 2,4285
2022-05-25,Producto 1,País 3,7801
2022-09-25,Producto 1,País 2,8310
2022-12-15,Producto 1,País 2,2685
2022-12-15,Producto 1,País 3,1075
2022-02-12,Producto 3,País 2,6918
2022-09-10,Producto 2,País 2,517
2022-12-08,Producto 1,País 3,5148
2022-01-05,Producto 2,País 1,7585
2022-04-19,Producto 2,País 2,1314
2022-08-26,Producto 2,País 2,9094
2022-04-03,Producto 2,País 1,3705
2022-04-18,Producto 1,País 3,1216
2022-03-01,Producto 1,País 2,6860
2022-03-01,Producto 3,País 3,5344
2022-01-26,Producto 2,País 2,8144
2022-09-28,Producto 2,País 2,1892
2022-12-18,Producto 3,País 1,8584
2022-02-17,Producto 3,País 2,1155
2022-11-23,Producto 1,País 2,1366
2022-11-16,Producto 2,País 1,4369
2022-02-20,Producto 3,País 3,5991
2022-09-15,Producto 2,País 1,873
2022-03-20,Producto 1,País 3,3717
2022-09-03,Producto 3,País 3,5466
2022-10-15,Producto 1,País 1,7688
2022-11-22,Producto 1,País 2,9612
2022-03-25,Producto 1,País 2,5940
2022-09-15,Producto 2,País 3,6973
2022-09-20,Producto 1,País 2,9013
2022-06-18,Producto 1,País 1,3247
2022-05-03,Producto 2,País 1,5263
2022-05-17,Producto 2,País 3,5504
2022-01-10,Producto 3,País 1,8186
2022-05-17,Producto 2,País 3,7136
2022-10-23,Producto 3,País 3,1935
2022-05-25,Producto 3,País 2,9338
2022-01-15,Producto 2,País 3,608
2022-05-20,Producto 1,País 1,9730
2022-04-14,Producto 1,País 2,6079
2022-07-25,Producto 1,País 3,7933
2022-07-17,Producto 3,País 3,2965
2022-07-17,Producto 1,País 3,6603
2022-09-21,Producto 1,País 3,3439
2022-10-16,Producto 3,País 1,9570
2022-04-11,Producto 2,País 3,4690
2022-04-09,Producto 1,País 2,8535
2022-07-09,Producto 2,País 3,3982
2022-08-01,Producto 3,País 1,3723
2022-07-08,Producto 3,País 3,9714
2022-01-18,Producto 1,País 3,7237
2022-09-06,Producto 1,País 1,173
2022-07-15,Producto 1,País 3,9129
2022-11-02,Producto 2,País 2,8041
2022-04-09,Producto 3,País 2,2601
2022-04-27,Producto 1,País 2,1914
2022-08-22,Producto 1,País 3,8071
2022-11-28,Producto 3,País 3,4217
2022-03-01,Producto 3,País 2,9204
2022-03-22,Producto 3,País 1,3549
2022-01-10,Producto 2,País 1,7779
2022-03-14,Producto 1,País 3,9284
2022-03-22,Producto 3,País 3,9528
2022-06-21,Producto 2,País 1,208
2022-05-01,Producto 1,País 1,9306
2022-11-13,Producto 1,País 3,8620
2022-06-05,Producto 3,País 2,9554
2022-05-14,Producto 1,País 2,2539
2022-10-08,Producto 3,País 2,8577
2022-05-08,Producto 1,País 2,8155
2022-07-04,Producto 2,País 1,8410
2022-04-26,Producto 2,País 1,2287
2022-04-12,Producto 1,País 1,6749
2022-12-20,Producto 1,País 3,3085
2022-04-10,Producto 1,País 2,4561
2022-09-26,Producto 3,País 1,4405
2022-02-19,Producto 3,País 3,4652
2022-10-23,Producto 1,País 3,6844
2022-11-24,Producto 3,País 1,6529
2022-07-14,Producto 3,País 2,4701
2022-09-05,Producto 2,País 2,3138
2022-04-25,Producto 1,País 3,2258
2022-07-08,Producto 1,País 3,9432
2022-07-05,Producto 2,País 2,785
2022-05-04,Producto 1,País 2,1060
2022-05-28,Producto 1,País 1,5824
2022-07-26,Producto 1,País 1,2444
2022-04-23,Producto 2,País 3,7205
2022-12-22,Producto 1,País 2,9959
2022-06-11,Producto 1,País 2,7114
2022-09-11,Producto 3,País 1,1624
2022-04-08,Producto 3,País 1,429
2022-06-14,Producto 1,País 3,3388
2022-05-27,Producto 3,País 3,4806
2022-01-03,Producto 3,País 2,6852
2022-02-01,Producto 2,País 1,6553
2022-11-26,Producto 2,País 3,5316
2022-02-10,Producto 3,País 2,2126
2022-09-12,Producto 1,País 1,633
2022-11-20,Producto 1,País 2,995
2022-05-16,Producto 3,País 1,8530
2022-10-13,Producto 2,País 2,5619
2022-02-08,Producto 3,País 3,3112
2022-09-25,Producto 1,País 2,5908
2022-10-18,Producto 3,País 2,7633
2022-06-17,Producto 1,País 1,2936
2022-10-03,Producto 2,País 2,201
2022-06-12,Producto 3,País 3,2702
2022-01-06,Producto 3,País 1,4507
2022-06-16,Producto 2,País 1,2096
2022-03-26,Producto 1,País 2,4758
2022-10-09,Producto 1,País 3,905
2022-04-11,Producto 3,País 2,9847
2022-05-21,Producto 2,País 2,5891
2022-01-20,Producto 1,País 1,3353
2022-10-02,Producto 1,País 3,2199
2022-04-02,Producto 2,País 1,5176
2022-09-28,Producto 3,País 3,6720
2022-12-21,Producto 3,País 3,9929
2022-09-10,Producto 1,País 3,1216
2022-11-02,Producto 3,País 3,3250
2022-04-02,Producto 1,País 2,6313
2022-06-24,Producto 2,País 3,9716
2022-10-09,Producto 3,País 1,7300
2022-12-03,Producto 2,País 1,2558
2022-08-17,Producto 2,País 3,1861
2022-06-17,Producto 1,País 3,3663
2022-01-24,Producto 2,País 1,6176
2022-11-10,Producto 3,País 3,8867
2022-03-01,Producto 2,País 3,5988
2022-09-04,Producto 3,País 3,9723
2022-11-21,Producto 3,País 3,6729
2022-01-11,Producto 3,País 3,5841
2022-10-03,Producto 2,País 3,2344
2022-10-12,Producto 1,País 3,6553
2022-01-24,Producto 3,País 1,4797
2022-02-16,Producto 2,País 3,5314
2022-04-19,Producto 2,País 3,7112
2022-03-11,Producto 1,País 3,767
2022-06-17,Producto 3,País 2,5638
2022-08-11,Producto 3,País 1,5848
2022-12-04,Producto 3,País 3,4992
2022-08-12,Producto 3,País 1,1852
2022-11-04,Producto 3,País 2,8948
2022-07-23,Producto 2,País 2,5236
2022-11-14,Producto 1,País 1,3324
2022-06-26,Producto 3,País 1,845
2022-07-07,Producto 3,País 3,8450
