Fecha,Producto,País,Ventas
2022-07-21,Producto 1,País 3,557
2022-12-07,Producto 3,País 3,6231
2022-07-18,Producto 2,País 2,6485
2022-05-17,Producto 1,País 3,2678
2022-07-17,Producto 2,País 1,4373
2022-12-13,Producto 2,País 3,1601
2022-03-16,Producto 1,País 2,1536
2022-02-28,Producto 1,País 2,7029
2022-11-21,Producto 1,País 2,943
2022-04-10,Producto 3,País 3,7970
2022-02-26,Producto 3,País 2,6365
2022-01-07,Producto 1,País 2,8836
2022-08-13,Producto 3,País 1,7975
2022-05-28,Producto 1,País 3,2328
2022-07-16,Producto 1,País 1,574
2022-09-24,Producto 3,País 1,2802
2022-05-23,Producto 2,País 1,9434
2022-02-26,Producto 2,País 2,749
2022-12-16,Producto 2,País 1,3600
2022-04-28,Producto 2,País 2,1282
2022-04-16,Producto 2,País 3,9770
2022-09-01,Producto 1,País 3,8072
2022-05-24,Producto 3,País 1,3125
2022-01-23,Producto 2,País 2,1458
2022-07-07,Producto 3,País 2,6434
2022-06-14,Producto 3,País 1,977
2022-04-11,Producto 1,País 3,6800
2022-01-13,Producto 2,País 3,2512
2022-09-21,Producto 3,País 1,8161
2022-09-15,Producto 1,País 2,5568
2022-11-09,Producto 1,País 2,5369
2022-10-15,Producto 2,País 3,1303
2022-08-11,Producto 1,País 1,5613
2022-11-25,Producto 2,País 2,6230
2022-10-21,Producto 1,País 1,8947
2022-10-07,Producto 3,País 3,1379
2022-05-28,Producto 2,País 3,4736
2022-12-19,Producto 1,País 1,7942
2022-10-01,Producto 1,País 3,4398
2022-08-23,Producto 2,País 2,7673
2022-05-08,Producto 2,País 3,9256
2022-11-08,Producto 3,País 1,3361
2022-01-06,Producto 2,País 1,668
2022-09-14,Producto 1,País 2,1689
2022-09-16,Producto 3,País 3,4633
2022-03-17,Producto 1,País 2,4384
2022-12-22,Producto 2,País 3,8813
2022-01-06,Producto 2,País 3,8029
2022-11-14,Producto 2,País 1,5099
2022-01-07,Producto 2,País 1,3774
2022-07-12,Producto 1,País 3,9246
2022-09-13,Producto 2,País 2,1339
2022-06-10,Producto 1,País 1,4977
2022-12-18,Producto 2,País 1,2213
2022-09-26,Producto 3,País 2,2974
2022-07-17,Producto 1,País 1,9169
2022-11-12,Producto 1,País 1,4292
2022-05-11,Producto 1,País 1,7158
2022-11-08,Producto 1,País 2,5867
2022-12-03,Producto 2,País 1,2424
2022-10-03,Producto 3,País 3,2106
2022-12-10,Producto 2,País 3,8166
2022-03-07,Producto 1,País 2,7949
2022-09-23,Producto 2,País 1,2225
2022-05-22,Producto 3,País 1,264
2022-12-14,Producto 1,País 2,3401
2022-02-21,Producto 3,País 3,1204
2022-03-09,Producto 2,País 3,9106
2022-06-17,Producto 3,País 3,4676
2022-04-11,Producto 2,País 3,4564
2022-08-23,Producto 2,País 1,4458
2022-11-01,Producto 1,País 2,8814
2022-07-20,Producto 3,País 3,1874
2022-02-06,Producto 3,País 2,443
2022-10-20,Producto 2,País 3,9044
2022-09-02,Producto 2,País 2,5380
2022-10-12,Producto 1,País 2,9698
2022-10-15,Producto 2,País 2,8500
2022-08-06,Producto 3,País 2,5536
2022-10-01,Producto 1,País 1,8049
2022-11-01,Producto 1,País 1,8151
2022-02-20,Producto 1,País 2,5770
2022-08-08,Producto 1,País 3,4671
2022-03-28,Producto 3,País 2,3274
2022-02-01,Producto 3,País 3,4196
2022-02-03,Producto 3,País 2,1844
2022-04-22,Producto 3,País 3,8612
2022-01-10,Producto 1,País 2,7346
2022-08-01,Producto 3,País 2,397
2022-09-20,Producto 1,País 2,1365
2022-02-09,Producto 3,País 3,3883
2022-12-07,Producto 1,País 1,6694
2022-10-02,Producto 2,País 1,2433
2022-03-21,Producto 3,País 1,7733
2022-07-05,Producto 1,País 1,6505
2022-03-14,Producto 2,País 1,4505
2022-11-25,Producto 2,País 3,2028
2022-11-14,Producto 1,País 3,9937
2022-04-16,Producto 3,País 3,7018
2022-05-06,Producto 2,País 3,6461
2022-08-19,Producto 1,País 1,7766
2022-04-27,Producto 1,País 2,8248
2022-07-06,Producto 2,País 1,5525
2022-06-06,Producto 3,País 2,7017
2022-05-28,Producto 2,País 1,8027
2022-05-09,Producto 2,País 2,6802
2022-08-27,Producto 1,País 3,3374
2022-10-01,Producto 1,País 3,3236
2022-12-20,Producto 1,País 3,4940
2022-12-03,Producto 1,País 2,4605
2022-02-23,Producto 1,País 2,761
2022-05-26,Producto 1,País 1,6435
2022-03-18,Producto 2,País 3,4028
2022-07-02,Producto 1,País 1,400
2022-10-07,Producto 3,País 1,994
2022-11-27,Producto 1,País 2,1952
2022-02-21,Producto 3,País 2,504
2022-10-27,Producto 1,País 2,219
2022-11-25,Producto 2,País 3,4047
2022-02-11,Producto 1,País 3,3232
2022-05-05,Producto 1,País 3,5976
2022-08-12,Producto 1,País 2,9395
2022-07-23,Producto 3,País 3,1984
2022-06-13,Producto 1,País 3,864
2022-06-07,Producto 3,País 3,4698
2022-02-17,Producto 3,País 3,1453
2022-12-03,Producto 3,País 2,1667
2022-05-08,Producto 1,País 2,841
2022-08-03,Producto 3,País 2,7400
2022-02-07,Producto 3,País 2,4990
2022-12-22,Producto 3,País 3,7135
2022-07-26,Producto 2,País 1,975
2022-08-27,Producto 3,País 3,8567
2022-11-27,Producto 1,País 3,1903
2022-07-19,Producto 3,País 3,4754
2022-06-26,Producto 3,País 2,7539
2022-11-19,Producto 1,País 1,7957
2022-03-25,Producto 3,País 1,5327
2022-01-12,Producto 3,País 1,2438
2022-06-18,Producto 3,País 3,3724
2022-04-19,Producto 1,País 3,6064
2022-07-05,Producto 3,País 1,779
2022-02-09,Producto 3,País 3,6189
2022-07-21,Producto 1,País 2,193
2022-03-12,Producto 1,País 3,7738
2022-09-15,Producto 2,País 3,1096
2022-11-23,Producto 1,País 3,4080
2022-10-13,Producto 2,País 1,4979
2022-04-18,Producto 3,País 3,9182
2022-04-16,Producto 2,País 2,9319
2022-10-13,Producto 3,País 3,6429
2022-05-22,Producto 1,País 2,7311
2022-07-01,Producto 2,País 3,1164
2022-04-08,Producto 1,País 2,3827
2022-04-11,Producto 1,País 2,9667
2022-12-20,Producto 1,País 1,5552
2022-11-18,Producto 1,País 1,1586
2022-04-27,Producto 3,País 3,7543
2022-03-12,Producto 1,País 3,1638
2022-07-28,Producto 1,País 3,2828
2022-06-28,Producto 2,País 2,2060
2022-11-22,Producto 2,País 1,7266
2022-09-18,Producto 1,País 3,707
2022-03-27,Producto 3,País 2,5344
2022-02-19,Producto 2,País 3,1451
2022-05-06,Producto 3,País 3,8688
2022-10-26,Producto 1,País 2,6890
2022-07-03,Producto 1,País 1,5327
2022-08-10,Producto 2,País 3,7170
2022-11-27,Producto 2,País 1,9242
2022-09-07,Producto 1,País 2,1234
2022-04-06,Producto 3,País 3,8083
2022-04-26,Producto 3,País 1,699
2022-02-24,Producto 3,País 1,1559
2022-06-25,Producto 3,País 2,9867
2022-09-03,Producto 1,País 3,9508
2022-06-13,Producto 1,País 3,4462
2022-08-02,Producto 1,País 2,9111
2022-06-11,Producto 3,País 3,8828
2022-03-13,Producto 2,País 1,7520
2022-02-11,Producto 2,País 1,161
2022-04-09,Producto 2,País 1,6873
2022-03-04,Producto 2,País 2,2775
2022-07-26,Producto 3,País 3,8771
2022-11-05,Producto 1,País 1,9657
2022-04-11,Producto 2,País 2,339
2022-11-16,Producto 1,País 2,7389
2022-01-02,Producto 1,País 1,1096
2022-04-13,Producto 2,País 2,8489
2022-07-14,Producto 3,País 2,2076
2022-11-22,Producto 1,País 1,658
2022-07-13,Producto 3,País 1,1635
2022-07-08,Producto 1,País 2,5443
2022-05-17,Producto 1,País 1,9282
2022-07-27,Producto 2,País 3,8626
2022-11-05,Producto 3,País 2,9828
2022-06-16,Producto 1,País 3,6104
2022-08-13,Producto 1,País 1,2738
2022-03-17,Producto 2,País 3,5273
2022-06-28,Producto 3,País 3,2208
2022-01-06,Producto 1,País 3,2270
2022-05-19,Producto 3,País 1,9467
2022-07-20,Producto 1,País 3,9184
2022-02-01,Producto 2,País 1,4774
2022-03-05,Producto 1,País 3,981
2022-11-15,Producto 1,País 1,932
2022-02-18,Producto 3,País 3,5183
2022-09-05,Producto 3,País 3,2953
2022-04-19,Producto 1,País 2,1441
2022-07-27,Producto 3,País 1,4269
2022-04-11,Producto 3,País 2,3693
2022-04-21,Producto 3,País 1,2902
2022-07-01,Producto 1,País 2,885
2022-01-01,Producto 1,País 1,5544
2022-05-14,Producto 3,País 1,8104
2022-11-26,Producto 1,País 1,3806
2022-07-11,Producto 1,País 1,4530
2022-07-03,Producto 2,País 3,7824
2022-04-11,Producto 1,País 2,232
2022-09-09,Producto 3,País 2,8948
2022-07-28,Producto 1,País 2,9948
2022-05-19,Producto 2,País 2,6996
2022-05-11,Producto 3,País 1,431
2022-05-26,Producto 3,País 3,9702
2022-11-26,Producto 3,País 3,6328
2022-01-27,Producto 3,País 2,4270
2022-08-18,Producto 3,País 2,5158
2022-11-20,Producto 2,País 3,1372
2022-03-01,Producto 3,País 1,4298
2022-03-21,Producto 2,País 3,3739
2022-11-14,Producto 3,País 2,620
2022-02-01,Producto 1,País 3,5998
2022-10-18,Producto 1,País 1,5375
2022-07-17,Producto 1,País 2,1396
2022-07-11,Producto 1,País 1,4520
2022-02-20,Producto 2,País 3,9055
2022-10-08,Producto 1,País 2,5152
2022-09-24,Producto 3,País 2,4993
2022-09-14,Producto 3,País 3,6519
2022-05-03,Producto 1,País 2,3099
2022-01-22,Producto 2,País 2,1366
2022-11-23,Producto 3,País 1,5127
2022-09-14,Producto 2,País 3,4168
2022-06-18,Producto 1,País 3,971
2022-05-06,Producto 2,País 2,1152
2022-10-04,Producto 1,País 3,7336
2022-01-08,Producto 3,País 2,6582
2022-09-07,Producto 2,País 2,6758
2022-03-25,Producto 1,País 1,5512
2022-01-26,Producto 3,País 1,1724
2022-11-10,Producto 3,País 2,6486
2022-09-10,Producto 3,País 2,2477
2022-06-21,Producto 1,País 1,2568
2022-01-14,Producto 2,País 3,9786
2022-01-18,Producto 3,País 2,8763
2022-08-08,Producto 1,País 2,4810
2022-09-28,Producto 2,País 2,994
2022-07-09,Producto 3,País 1,8665
2022-03-02,Producto 1,País 3,1315
2022-01-11,Producto 2,País 1,1365
2022-08-20,Producto 3,País 3,4179
2022-03-11,Producto 3,País 1,3953
2022-03-24,Producto 1,País 3,2276
2022-08-21,Producto 3,País 3,8540
2022-03-07,Producto 1,País 1,3415
2022-10-07,Producto 1,País 1,2123
2022-07-01,Producto 3,País 2,128
2022-05-24,Producto 1,País 1,855
2022-07-08,Producto 3,País 1,4626
2022-07-20,Producto 3,País 3,6408
2022-06-19,Producto 1,País 1,1920
2022-05-11,Producto 2,País 3,3393
2022-01-10,Producto 3,País 1,1725
2022-05-23,Producto 1,País 3,3820
2022-09-12,Producto 1,País 2,1883
2022-10-12,Producto 1,País 2,6309
2022-03-09,Producto 1,País 3,9218
2022-08-13,Producto 3,País 2,2432
2022-07-01,Producto 2,País 2,8414
2022-07-02,Producto 1,País 2,5507
2022-02-06,Producto 3,País 1,6760
2022-02-09,Producto 3,País 2,4200
2022-06-14,Producto 1,País 2,3187
2022-11-17,Producto 1,País 1,7433
2022-02-07,Producto 1,País 1,1268
2022-02-27,Producto 1,País 3,419
2022-02-25,Producto 3,País 1,6811
2022-12-27,Producto 3,País 2,292
2022-02-24,Producto 3,País 1,9564
2022-04-04,Producto 1,País 2,7634
2022-05-18,Producto 3,País 2,5211
2022-05-11,Producto 1,País 1,4650
2022-04-09,Producto 3,País 3,1656
2022-11-09,Producto 2,País 3,2902
2022-07-15,Producto 3,País 1,7565
2022-04-19,Producto 2,País 1,6767
2022-10-13,Producto 1,País 1,5119
2022-12-28,Producto 1,País 1,9338
2022-01-10,Producto 3,País 1,1696
