Fecha,Producto,País,Ventas
2023-09-03,Producto 3,País 1,9414
2023-06-08,Producto 2,País 3,9615
2023-12-08,Producto 3,País 1,7358
2023-04-09,Producto 1,País 1,5182
2023-02-02,Producto 1,País 2,7813
2023-05-23,Producto 3,País 3,5444
2023-10-04,Producto 3,País 1,7078
2023-08-06,Producto 2,País 2,2993
2023-01-26,Producto 2,País 1,1627
2023-11-25,Producto 2,País 3,1313
2023-04-17,Producto 1,País 2,8378
2023-02-08,Producto 2,País 1,6431
2023-11-05,Producto 3,País 2,8236
2023-09-15,Producto 1,País 1,4820
2023-04-25,Producto 2,País 3,1821
2023-02-22,Producto 1,País 3,2542
2023-09-25,Producto 3,País 3,8648
2023-09-28,Producto 2,País 1,8707
2023-12-10,Producto 3,País 3,6916
2023-02-01,Producto 1,País 2,7852
2023-11-24,Producto 1,País 2,2383
2023-02-02,Producto 3,País 1,4819
2023-09-19,Producto 1,País 3,2083
2023-06-16,Producto 1,País 3,3765
2023-12-12,Producto 3,País 2,1018
2023-01-21,Producto 2,País 1,254
2023-10-17,Producto 1,País 2,1040
2023-08-20,Producto 3,País 3,3613
2023-06-25,Producto 3,País 2,2569
2023-04-04,Producto 2,País 1,4132
2023-02-16,Producto 1,País 1,5323
2023-09-25,Producto 2,País 1,4337
2023-07-28,Producto 1,País 2,4623
2023-09-27,Producto 2,País 3,6763
2023-04-17,Producto 1,País 2,8780
2023-07-23,Producto 3,País 3,8437
2023-03-09,Producto 1,País 3,7586
2023-03-12,Producto 1,País 2,6018
2023-12-25,Producto 3,País 2,8989
2023-08-26,Producto 1,País 2,397
2023-03-10,Producto 1,País 1,5524
2023-10-15,Producto 2,País 1,6494
2023-06-12,Producto 1,País 2,472
2023-04-15,Producto 3,País 3,715
2023-04-13,Producto 2,País 3,9682
2023-01-19,Producto 1,País 1,2981
2023-12-18,Producto 3,País 1,4337
2023-07-25,Producto 2,País 1,2469
2023-04-18,Producto 3,País 3,2954
2023-06-16,Producto 2,País 1,6443
2023-03-18,Producto 2,País 1,4984
2023-04-01,Producto 3,País 1,8862
2023-06-04,Producto 3,País 2,2745
2023-04-25,Producto 2,País 2,7621
2023-05-20,Producto 2,País 2,1483
2023-04-18,Producto 1,País 2,3155
2023-06-15,Producto 2,País 1,3331
2023-04-11,Producto 2,País 2,7315
2023-07-10,Producto 2,País 2,2403
2023-12-10,Producto 1,País 3,7562
2023-04-23,Producto 1,País 3,1250
2023-05-14,Producto 1,País 3,9043
2023-11-08,Producto 3,País 3,8445
2023-12-17,Producto 2,País 1,6209
2023-01-14,Producto 1,País 3,9700
2023-04-09,Producto 1,País 3,4773
2023-01-21,Producto 3,País 3,5326
2023-01-13,Producto 1,País 2,2645
2023-08-14,Producto 2,País 3,6504
2023-06-10,Producto 3,País 2,7451
2023-08-28,Producto 1,País 1,4921
2023-03-28,Producto 2,País 1,2078
2023-03-08,Producto 2,País 1,4291
2023-05-27,Producto 2,País 2,6558
2023-12-06,Producto 1,País 2,1320
2023-12-12,Producto 1,País 3,5417
2023-05-18,Producto 1,País 1,9948
2023-06-13,Producto 3,País 2,6119
2023-07-11,Producto 2,País 3,9874
2023-07-21,Producto 2,País 3,4853
2023-12-25,Producto 3,País 2,9906
2023-01-25,Producto 2,País 3,5177
2023-02-06,Producto 3,País 1,478
2023-04-17,Producto 2,País 3,2504
2023-05-21,Producto 3,País 1,4006
2023-07-06,Producto 3,País 1,1753
2023-08-12,Producto 2,País 2,5096
2023-04-21,Producto 1,País 3,2011
2023-11-18,Producto 2,País 3,5742
2023-06-10,Producto 2,País 1,6705
2023-07-16,Producto 3,País 2,2857
2023-02-09,Producto 1,País 3,7666
2023-06-06,Producto 1,País 3,3961
2023-08-23,Producto 1,País 3,6608
2023-11-14,Producto 1,País 2,3135
2023-08-16,Producto 3,País 3,3203
2023-03-26,Producto 1,País 3,7347
2023-11-01,Producto 1,País 2,5675
2023-06-12,Producto 3,País 3,5097
2023-04-22,Producto 2,País 3,6455
2023-01-01,Producto 2,País 2,5234
2023-10-28,Producto 3,País 2,8429
2023-02-28,Producto 2,País 1,9894
2023-09-17,Producto 2,País 2,7255
2023-01-27,Producto 3,País 2,7464
2023-04-18,Producto 2,País 3,5780
2023-04-03,Producto 2,País 1,3411
2023-11-03,Producto 3,País 3,8015
2023-04-11,Producto 1,País 1,3963
2023-06-19,Producto 1,País 1,310
2023-07-22,Producto 1,País 3,794
2023-04-17,Producto 1,País 1,314
2023-03-22,Producto 2,País 3,1606
2023-09-16,Producto 3,País 2,5718
2023-01-06,Producto 1,País 3,6986
2023-02-23,Producto 2,País 1,5496
2023-06-22,Producto 1,País 1,6242
2023-05-05,Producto 2,País 2,9822
2023-08-20,Producto 3,País 3,7618
2023-08-14,Producto 1,País 1,6767
2023-11-16,Producto 3,País 3,2378
2023-09-20,Producto 3,País 2,382
2023-01-27,Producto 1,País 2,1911
2023-06-25,Producto 3,País 3,7176
2023-02-03,Producto 2,País 3,8928
2023-07-25,Producto 3,País 3,3035
2023-07-19,Producto 1,País 3,4715
2023-03-21,Producto 3,País 2,748
2023-09-15,Producto 3,País 3,4328
2023-11-18,Producto 3,País 1,131
2023-09-09,Producto 2,País 3,8199
2023-02-24,Producto 3,País 3,6976
2023-10-14,Producto 3,País 1,5702
2023-07-18,Producto 3,País 2,4728
2023-03-12,Producto 3,País 3,586
2023-09-14,Producto 3,País 1,4176
2023-09-21,Producto 1,País 1,385
2023-08-04,Producto 3,País 2,2981
2023-02-15,Producto 2,País 1,4670
2023-05-20,Producto 3,País 2,3014
2023-01-11,Producto 2,País 2,6718
2023-11-14,Producto 3,País 1,1174
2023-03-01,Producto 2,País 2,1386
2023-12-26,Producto 1,País 3,6839
2023-09-22,Producto 1,País 3,6745
2023-09-01,Producto 1,País 2,1539
2023-12-05,Producto 3,País 1,3741
2023-06-05,Producto 1,País 3,8690
2023-10-24,Producto 3,País 1,9314
2023-02-28,Producto 3,País 2,3037
2023-07-20,Producto 2,País 1,9281
2023-08-22,Producto 2,País 2,5547
2023-11-19,Producto 3,País 2,6537
2023-10-18,Producto 1,País 2,3147
2023-04-06,Producto 2,País 3,5760
2023-07-27,Producto 1,País 1,2146
2023-11-18,Producto 1,País 1,4184
2023-04-24,Producto 2,País 3,7892
2023-02-15,Producto 2,País 1,1262
2023-05-08,Producto 2,País 3,5043
2023-11-10,Producto 1,País 3,7784
2023-06-16,Producto 3,País 3,6047
2023-05-19,Producto 2,País 1,5980
2023-06-12,Producto 3,País 3,6100
2023-11-26,Producto 2,País 3,8201
2023-01-01,Producto 2,País 2,5838
2023-05-27,Producto 3,País 1,1139
2023-04-04,Producto 1,País 2,4352
2023-07-02,Producto 2,País 2,8409
2023-03-04,Producto 1,País 3,2695
2023-05-04,Producto 3,País 1,5933
2023-04-06,Producto 2,País 2,9181
2023-04-02,Producto 1,País 3,7602
2023-01-05,Producto 1,País 1,3156
2023-03-19,Producto 1,País 3,4203
2023-09-28,Producto 2,País 2,2113
2023-03-23,Producto 1,País 1,5939
2023-06-12,Producto 1,País 1,1420
2023-10-26,Producto 1,País 3,7563
2023-05-01,Producto 2,País 2,2197
2023-12-11,Producto 1,País 1,3253
2023-10-28,Producto 1,País 1,7476
2023-03-24,Producto 3,País 1,8881
2023-05-20,Producto 2,País 2,5411
2023-08-24,Producto 2,País 2,572
2023-12-10,Producto 3,País 3,4779
2023-06-22,Producto 3,País 1,1820
2023-07-13,Producto 3,País 2,2153
2023-08-10,Producto 1,País 3,9059
2023-06-15,Producto 3,País 1,2324
2023-05-01,Producto 2,País 1,5631
2023-07-01,Producto 3,País 3,9058
2023-05-03,Producto 2,País 2,3154
2023-11-24,Producto 1,País 1,7750
2023-09-09,Producto 1,País 1,1834
2023-11-19,Producto 3,País 3,1059
2023-01-18,Producto 3,País 3,4574
2023-04-24,Producto 3,País 1,2934
2023-11-03,Producto 1,País 3,9545
2023-01-06,Producto 2,País 3,2342
2023-08-19,Producto 3,País 1,9456
2023-08-12,Producto 3,País 1,4078
2023-03-27,Producto 1,País 2,1187
2023-09-02,Producto 2,País 3,9755
2023-03-24,Producto 2,País 1,2597
2023-05-07,Producto 2,País 1,6436
2023-11-14,Producto 2,País 3,3564
2023-11-20,Producto 3,País 1,4090
2023-09-08,Producto 2,País 1,2351
2023-02-06,Producto 1,País 2,8386
2023-03-05,Producto 1,País 2,9322
2023-10-15,Producto 2,País 1,5547
2023-07-06,Producto 2,País 2,5517
2023-05-10,Producto 3,País 3,8313
2023-09-06,Producto 1,País 2,3656
2023-05-07,Producto 1,País 2,1563
2023-02-24,Producto 1,País 2,5950
2023-04-08,Producto 1,País 1,192
2023-05-12,Producto 2,País 2,4407
2023-08-11,Producto 2,País 3,3887
2023-11-23,Producto 1,País 1,8715
2023-01-28,Producto 2,País 3,3132
2023-12-28,Producto 1,País 3,685
2023-08-05,Producto 1,País 3,3274
2023-03-23,Producto 1,País 2,9585
2023-07-11,Producto 3,País 3,113
2023-06-23,Producto 2,País 1,4502
2023-04-22,Producto 3,País 2,5432
2023-05-15,Producto 2,País 2,3400
2023-07-19,Producto 1,País 1,3394
2023-10-25,Producto 2,País 3,237
2023-08-23,Producto 3,País 1,8489
2023-10-20,Producto 2,País 1,7183
2023-08-06,Producto 3,País 1,2579
2023-08-05,Producto 1,País 2,4491
2023-09-23,Producto 2,País 2,155
2023-02-20,Producto 2,País 3,7247
2023-01-12,Producto 3,País 3,502
2023-01-21,Producto 2,País 3,8547
2023-06-23,Producto 2,País 1,5713
2023-01-20,Producto 3,País 1,308
2023-08-27,Producto 1,País 2,7582
2023-10-14,Producto 3,País 2,5330
2023-06-03,Producto 2,País 3,3516
2023-10-12,Producto 1,País 3,520
2023-02-01,Producto 3,País 3,6040
2023-08-01,Producto 3,País 2,4944
2023-04-03,Producto 3,País 1,3371
2023-08-12,Producto 3,País 2,4453
2023-05-06,Producto 1,País 2,3322
2023-12-28,Producto 1,País 3,8039
2023-02-23,Producto 1,País 2,5607
2023-05-20,Producto 2,País 2,7541
2023-10-01,Producto 1,País 3,4285
2023-06-24,Producto 3,País 2,1059
2023-09-06,Producto 2,País 1,7108
2023-02-27,Producto 2,País 2,7885
2023-02-16,Producto 3,País 3,112
2023-06-16,Producto 3,País 1,8311
2023-01-17,Producto 2,País 1,1281
2023-07-15,Producto 3,País 1,3134
2023-02-13,Producto 1,País 1,920
2023-08-16,Producto 3,País 3,7211
2023-10-22,Producto 3,País 3,452
2023-12-28,Producto 3,País 2,5550
2023-11-12,Producto 3,País 1,9238
2023-03-27,Producto 1,País 3,9293
2023-05-16,Producto 3,País 1,867
2023-04-21,Producto 1,País 3,189
2023-08-27,Producto 1,País 2,7265
2023-02-18,Producto 2,País 1,6424
2023-01-27,Producto 3,País 1,9656
2023-12-12,Producto 2,País 1,3305
2023-08-10,Producto 2,País 3,8108
2023-11-15,Producto 2,País 3,8873
2023-06-19,Producto 3,País 2,5441
2023-05-28,Producto 3,País 3,1799
2023-11-15,Producto 1,País 3,5154
2023-09-15,Producto 1,País 1,7384
2023-07-24,Producto 1,País 1,545
2023-06-05,Producto 1,País 2,6630
2023-10-23,Producto 1,País 1,3099
2023-11-04,Producto 1,País 3,696
2023-02-02,Producto 2,País 2,169
2023-06-23,Producto 1,País 2,1653
2023-07-21,Producto 3,País 1,1651
2023-09-12,Producto 2,País 1,7540
2023-12-03,Producto 3,País 3,9513
2023-10-08,Producto 1,País 2,3982
2023-11-18,Producto 3,País 1,7168
2023-06-13,Producto 2,País 1,9436
2023-03-28,Producto 2,País 2,8299
2023-10-09,Producto 1,País 3,3168
2023-05-02,Producto 2,País 1,666
2023-10-22,Producto 3,País 3,7792
2023-02-05,Producto 3,País 3,2022
2023-01-14,Producto 1,País 2,2803
2023-11-11,Producto 1,País 1,8632
2023-09-04,Producto 1,País 2,9011
