Ciudad;Fecha;Temperatura;Latitud;Longitud
Paris;2022-9-21;18;48.8566;2.3522
Paris;2022-9-22;20;48.8566;2.3522
Paris;2022-9-23;14;48.8566;2.3522
Paris;2022-9-24;16;48.8566;2.3522
Paris;2022-9-25;15;48.8566;2.3522
Paris;2022-9-26;20;48.8566;2.3522
Paris;2022-9-27;12;48.8566;2.3522
Paris;2022-9-28;16;48.8566;2.3522
Paris;2022-9-29;13;48.8566;2.3522
Paris;2022-9-30;19;48.8566;2.3522
Paris;2022-10-1;9;48.8566;2.3522
Paris;2022-10-2;16;48.8566;2.3522
Paris;2022-10-3;9;48.8566;2.3522
Paris;2022-10-4;13;48.8566;2.3522
Paris;2022-10-5;14;48.8566;2.3522
Paris;2022-10-6;12;48.8566;2.3522
Paris;2022-10-7;9;48.8566;2.3522
Paris;2022-10-8;9;48.8566;2.3522
Paris;2022-10-9;12;48.8566;2.3522
Paris;2022-10-10;14;48.8566;2.3522
Paris;2022-10-11;11;48.8566;2.3522
Paris;2022-10-12;13;48.8566;2.3522
Paris;2022-10-13;15;48.8566;2.3522
Paris;2022-10-14;10;48.8566;2.3522
Paris;2022-10-15;10;48.8566;2.3522
Paris;2022-10-16;11;48.8566;2.3522
Paris;2022-10-17;12;48.8566;2.3522
Paris;2022-10-18;13;48.8566;2.3522
Paris;2022-10-19;10;48.8566;2.3522
Paris;2022-10-20;15;48.8566;2.3522
Paris;2022-10-21;10;48.8566;2.3522
Paris;2022-10-22;9;48.8566;2.3522
Paris;2022-10-23;13;48.8566;2.3522
Paris;2022-10-24;16;48.8566;2.3522
Paris;2022-10-25;16;48.8566;2.3522
Paris;2022-10-26;14;48.8566;2.3522
Paris;2022-10-27;16;48.8566;2.3522
Paris;2022-10-28;14;48.8566;2.3522
Paris;2022-10-29;10;48.8566;2.3522
Paris;2022-10-30;16;48.8566;2.3522
Paris;2022-10-31;9;48.8566;2.3522
Paris;2022-11-1;9;48.8566;2.3522
Paris;2022-11-2;7;48.8566;2.3522
Paris;2022-11-3;7;48.8566;2.3522
Paris;2022-11-4;5;48.8566;2.3522
Paris;2022-11-5;6;48.8566;2.3522
Paris;2022-11-6;10;48.8566;2.3522
Paris;2022-11-7;7;48.8566;2.3522
Paris;2022-11-8;11;48.8566;2.3522
Paris;2022-11-9;6;48.8566;2.3522
Paris;2022-11-10;9;48.8566;2.3522
Paris;2022-11-11;11;48.8566;2.3522
Paris;2022-11-12;6;48.8566;2.3522
Paris;2022-11-13;5;48.8566;2.3522
Paris;2022-11-14;8;48.8566;2.3522
Paris;2022-11-15;7;48.8566;2.3522
Paris;2022-11-16;8;48.8566;2.3522
Paris;2022-11-17;8;48.8566;2.3522
Paris;2022-11-18;9;48.8566;2.3522
Paris;2022-11-19;5;48.8566;2.3522
Paris;2022-11-20;6;48.8566;2.3522
Paris;2022-11-21;7;48.8566;2.3522
Paris;2022-11-22;5;48.8566;2.3522
Paris;2022-11-23;5;48.8566;2.3522
Paris;2022-11-24;8;48.8566;2.3522
Paris;2022-11-25;6;48.8566;2.3522
Paris;2022-11-26;5;48.8566;2.3522
Paris;2022-11-27;5;48.8566;2.3522
Paris;2022-11-28;7;48.8566;2.3522
Paris;2022-11-29;11;48.8566;2.3522
Paris;2022-11-30;7;48.8566;2.3522
Paris;2022-12-1;4;48.8566;2.3522
Paris;2022-12-2;6;48.8566;2.3522
Paris;2022-12-3;3;48.8566;2.3522
Paris;2022-12-4;6;48.8566;2.3522
Paris;2022-12-5;6;48.8566;2.3522
Paris;2022-12-6;4;48.8566;2.3522
Paris;2022-12-7;3;48.8566;2.3522
Paris;2022-12-8;4;48.8566;2.3522
Paris;2022-12-9;3;48.8566;2.3522
Paris;2022-12-10;4;48.8566;2.3522
Paris;2022-12-11;5;48.8566;2.3522
Paris;2022-12-12;6;48.8566;2.3522
Paris;2022-12-13;3;48.8566;2.3522
Paris;2022-12-14;7;48.8566;2.3522
Paris;2022-12-15;3;48.8566;2.3522
Paris;2022-12-16;3;48.8566;2.3522
Paris;2022-12-17;4;48.8566;2.3522
Paris;2022-12-18;5;48.8566;2.3522
Paris;2022-12-19;4;48.8566;2.3522
Paris;2022-12-20;4;48.8566;2.3522
Paris;2022-12-21;5;48.8566;2.3522
Paris;2022-12-22;5;48.8566;2.3522
Paris;2022-12-23;3;48.8566;2.3522
Paris;2022-12-24;6;48.8566;2.3522
Paris;2022-12-25;6;48.8566;2.3522
Paris;2022-12-26;4;48.8566;2.3522
Paris;2022-12-27;3;48.8566;2.3522
Paris;2022-12-28;5;48.8566;2.3522
Paris;2022-12-29;4;48.8566;2.3522
Paris;2022-12-30;3;48.8566;2.3522
Paris;2022-12-31;3;48.8566;2.3522
Madrid;2021-1-1;5;40.4168;-3.7038
Madrid;2021-1-2;11;40.4168;-3.7038
Madrid;2021-1-3;10;40.4168;-3.7038
Madrid;2021-1-4;12;40.4168;-3.7038
Madrid;2021-1-5;9;40.4168;-3.7038
Madrid;2021-1-6;5;40.4168;-3.7038
Madrid;2021-1-7;10;40.4168;-3.7038
Madrid;2021-1-8;6;40.4168;-3.7038
Madrid;2021-1-9;14;40.4168;-3.7038
Madrid;2021-1-10;12;40.4168;-3.7038
Madrid;2021-1-11;11;40.4168;-3.7038
Madrid;2021-1-12;3;40.4168;-3.7038
Madrid;2021-1-13;5;40.4168;-3.7038
Madrid;2021-1-14;7;40.4168;-3.7038
Madrid;2021-1-15;4;40.4168;-3.7038
Madrid;2021-1-16;10;40.4168;-3.7038
Madrid;2021-1-17;8;40.4168;-3.7038
Madrid;2021-1-18;9;40.4168;-3.7038
Madrid;2021-1-19;6;40.4168;-3.7038
Madrid;2021-1-20;9;40.4168;-3.7038
Madrid;2021-1-21;6;40.4168;-3.7038
Madrid;2021-1-22;9;40.4168;-3.7038
Madrid;2021-1-23;4;40.4168;-3.7038
Madrid;2021-1-24;14;40.4168;-3.7038
Madrid;2021-1-25;13;40.4168;-3.7038
Madrid;2021-1-26;3;40.4168;-3.7038
Madrid;2021-1-27;13;40.4168;-3.7038
Madrid;2021-1-28;13;40.4168;-3.7038
Madrid;2021-1-29;10;40.4168;-3.7038
Madrid;2021-1-30;3;40.4168;-3.7038
Madrid;2021-1-31;6;40.4168;-3.7038
Madrid;2021-2-1;4;40.4168;-3.7038
Madrid;2021-2-2;3;40.4168;-3.7038
Madrid;2021-2-3;11;40.4168;-3.7038
Madrid;2021-2-4;13;40.4168;-3.7038
Madrid;2021-2-5;4;40.4168;-3.7038
Madrid;2021-2-6;8;40.4168;-3.7038
Madrid;2021-2-7;13;40.4168;-3.7038
Madrid;2021-2-8;9;40.4168;-3.7038
Madrid;2021-2-9;3;40.4168;-3.7038
Madrid;2021-2-10;3;40.4168;-3.7038
Madrid;2021-2-11;12;40.4168;-3.7038
Madrid;2021-2-12;7;40.4168;-3.7038
Madrid;2021-2-13;14;40.4168;-3.7038
Madrid;2021-2-14;10;40.4168;-3.7038
Madrid;2021-2-15;5;40.4168;-3.7038
Madrid;2021-2-16;12;40.4168;-3.7038
Madrid;2021-2-17;5;40.4168;-3.7038
Madrid;2021-2-18;13;40.4168;-3.7038
Madrid;2021-2-19;13;40.4168;-3.7038
Madrid;2021-2-20;12;40.4168;-3.7038
Madrid;2021-2-21;13;40.4168;-3.7038
Madrid;2021-2-22;11;40.4168;-3.7038
Madrid;2021-2-23;15;40.4168;-3.7038
Madrid;2021-2-24;9;40.4168;-3.7038
Madrid;2021-2-25;3;40.4168;-3.7038
Madrid;2021-2-26;3;40.4168;-3.7038
Madrid;2021-2-27;14;40.4168;-3.7038
Madrid;2021-2-28;11;40.4168;-3.7038
Madrid;2021-3-1;8;40.4168;-3.7038
Madrid;2021-3-2;18;40.4168;-3.7038
Madrid;2021-3-3;10;40.4168;-3.7038
Madrid;2021-3-4;9;40.4168;-3.7038
Madrid;2021-3-5;10;40.4168;-3.7038
Madrid;2021-3-6;17;40.4168;-3.7038
Madrid;2021-3-7;7;40.4168;-3.7038
Madrid;2021-3-8;14;40.4168;-3.7038
Madrid;2021-3-9;7;40.4168;-3.7038
Madrid;2021-3-10;10;40.4168;-3.7038
Madrid;2021-3-11;18;40.4168;-3.7038
Madrid;2021-3-12;8;40.4168;-3.7038
Madrid;2021-3-13;17;40.4168;-3.7038
Madrid;2021-3-14;13;40.4168;-3.7038
Madrid;2021-3-15;17;40.4168;-3.7038
Madrid;2021-3-16;8;40.4168;-3.7038
Madrid;2021-3-17;16;40.4168;-3.7038
Madrid;2021-3-18;11;40.4168;-3.7038
Madrid;2021-3-19;11;40.4168;-3.7038
Madrid;2021-3-20;10;40.4168;-3.7038
Madrid;2021-3-21;15;40.4168;-3.7038
Madrid;2021-3-22;6;40.4168;-3.7038
Madrid;2021-3-23;18;40.4168;-3.7038
Madrid;2021-3-24;12;40.4168;-3.7038
Madrid;2021-3-25;18;40.4168;-3.7038
Madrid;2021-3-26;15;40.4168;-3.7038
Madrid;2021-3-27;11;40.4168;-3.7038
Madrid;2021-3-28;16;40.4168;-3.7038
Madrid;2021-3-29;8;40.4168;-3.7038
Madrid;2021-3-30;11;40.4168;-3.7038
Madrid;2021-3-31;15;40.4168;-3.7038
Madrid;2021-4-1;10;40.4168;-3.7038
Madrid;2021-4-2;8;40.4168;-3.7038
Madrid;2021-4-3;11;40.4168;-3.7038
Madrid;2021-4-4;16;40.4168;-3.7038
Madrid;2021-4-5;16;40.4168;-3.7038
Madrid;2021-4-6;11;40.4168;-3.7038
Madrid;2021-4-7;16;40.4168;-3.7038
Madrid;2021-4-8;8;40.4168;-3.7038
Madrid;2021-4-9;11;40.4168;-3.7038
Madrid;2021-4-10;18;40.4168;-3.7038
Madrid;2021-4-11;9;40.4168;-3.7038
Madrid;2021-4-12;10;40.4168;-3.7038
Madrid;2021-4-13;14;40.4168;-3.7038
Madrid;2021-4-14;15;40.4168;-3.7038
Madrid;2021-4-15;17;40.4168;-3.7038
Madrid;2021-4-16;19;40.4168;-3.7038
Madrid;2021-4-17;9;40.4168;-3.7038
Madrid;2021-4-18;17;40.4168;-3.7038
Madrid;2021-4-19;19;40.4168;-3.7038
Madrid;2021-4-20;10;40.4168;-3.7038
Madrid;2021-4-21;19;40.4168;-3.7038
Madrid;2021-4-22;15;40.4168;-3.7038
Madrid;2021-4-23;14;40.4168;-3.7038
Madrid;2021-4-24;11;40.4168;-3.7038
Madrid;2021-4-25;13;40.4168;-3.7038
Madrid;2021-4-26;10;40.4168;-3.7038
Madrid;2021-4-27;14;40.4168;-3.7038
Madrid;2021-4-28;16;40.4168;-3.7038
Madrid;2021-4-29;15;40.4168;-3.7038
Madrid;2021-4-30;12;40.4168;-3.7038
Madrid;2021-5-1;13;40.4168;-3.7038
Madrid;2021-5-2;12;40.4168;-3.7038
Madrid;2021-5-3;22;40.4168;-3.7038
Madrid;2021-5-4;21;40.4168;-3.7038
Madrid;2021-5-5;22;40.4168;-3.7038
Madrid;2021-5-6;19;40.4168;-3.7038
Madrid;2021-5-7;14;40.4168;-3.7038
Madrid;2021-5-8;14;40.4168;-3.7038
Madrid;2021-5-9;22;40.4168;-3.7038
Madrid;2021-5-10;19;40.4168;-3.7038
Madrid;2021-5-11;12;40.4168;-3.7038
Madrid;2021-5-12;14;40.4168;-3.7038
Madrid;2021-5-13;22;40.4168;-3.7038
Madrid;2021-5-14;12;40.4168;-3.7038
Madrid;2021-5-15;24;40.4168;-3.7038
Madrid;2021-5-16;15;40.4168;-3.7038
Madrid;2021-5-17;24;40.4168;-3.7038
Madrid;2021-5-18;21;40.4168;-3.7038
Madrid;2021-5-19;19;40.4168;-3.7038
Madrid;2021-5-20;12;40.4168;-3.7038
Madrid;2021-5-21;12;40.4168;-3.7038
Madrid;2021-5-22;23;40.4168;-3.7038
Madrid;2021-5-23;19;40.4168;-3.7038
Madrid;2021-5-24;21;40.4168;-3.7038
Madrid;2021-5-25;16;40.4168;-3.7038
Madrid;2021-5-26;24;40.4168;-3.7038
Madrid;2021-5-27;23;40.4168;-3.7038
Madrid;2021-5-28;16;40.4168;-3.7038
Madrid;2021-5-29;14;40.4168;-3.7038
Madrid;2021-5-30;18;40.4168;-3.7038
Madrid;2021-5-31;21;40.4168;-3.7038
Madrid;2021-6-1;19;40.4168;-3.7038
Madrid;2021-6-2;28;40.4168;-3.7038
Madrid;2021-6-3;16;40.4168;-3.7038
Madrid;2021-6-4;26;40.4168;-3.7038
Madrid;2021-6-5;18;40.4168;-3.7038
Madrid;2021-6-6;19;40.4168;-3.7038
Madrid;2021-6-7;20;40.4168;-3.7038
Madrid;2021-6-8;25;40.4168;-3.7038
Madrid;2021-6-9;29;40.4168;-3.7038
Madrid;2021-6-10;18;40.4168;-3.7038
Madrid;2021-6-11;16;40.4168;-3.7038
Madrid;2021-6-12;19;40.4168;-3.7038
Madrid;2021-6-13;26;40.4168;-3.7038
Madrid;2021-6-14;21;40.4168;-3.7038
Madrid;2021-6-15;24;40.4168;-3.7038
Madrid;2021-6-16;24;40.4168;-3.7038
Madrid;2021-6-17;24;40.4168;-3.7038
Madrid;2021-6-18;27;40.4168;-3.7038
Madrid;2021-6-19;29;40.4168;-3.7038
Madrid;2021-6-20;18;40.4168;-3.7038
Madrid;2021-6-21;19;40.4168;-3.7038
Madrid;2021-6-22;26;40.4168;-3.7038
Madrid;2021-6-23;25;40.4168;-3.7038
Madrid;2021-6-24;22;40.4168;-3.7038
Madrid;2021-6-25;27;40.4168;-3.7038
Madrid;2021-6-26;28;40.4168;-3.7038
Madrid;2021-6-27;21;40.4168;-3.7038
Madrid;2021-6-28;27;40.4168;-3.7038
Madrid;2021-6-29;24;40.4168;-3.7038
Madrid;2021-6-30;21;40.4168;-3.7038
Madrid;2021-7-1;21;40.4168;-3.7038
Madrid;2021-7-2;29;40.4168;-3.7038
Madrid;2021-7-3;26;40.4168;-3.7038
Madrid;2021-7-4;30;40.4168;-3.7038
Madrid;2021-7-5;27;40.4168;-3.7038
Madrid;2021-7-6;28;40.4168;-3.7038
Madrid;2021-7-7;26;40.4168;-3.7038
Madrid;2021-7-8;28;40.4168;-3.7038
Madrid;2021-7-9;28;40.4168;-3.7038
Madrid;2021-7-10;30;40.4168;-3.7038
Madrid;2021-7-11;21;40.4168;-3.7038
Madrid;2021-7-12;19;40.4168;-3.7038
Madrid;2021-7-13;25;40.4168;-3.7038
Madrid;2021-7-14;24;40.4168;-3.7038
Madrid;2021-7-15;20;40.4168;-3.7038
Madrid;2021-7-16;27;40.4168;-3.7038
Madrid;2021-7-17;26;40.4168;-3.7038
Madrid;2021-7-18;31;40.4168;-3.7038
Madrid;2021-7-19;22;40.4168;-3.7038
Madrid;2021-7-20;23;40.4168;-3.7038
Madrid;2021-7-21;28;40.4168;-3.7038
Madrid;2021-7-22;29;40.4168;-3.7038
Madrid;2021-7-23;31;40.4168;-3.7038
Madrid;2021-7-24;29;40.4168;-3.7038
Madrid;2021-7-25;24;40.4168;-3.7038
Madrid;2021-7-26;22;40.4168;-3.7038
Madrid;2021-7-27;29;40.4168;-3.7038
Madrid;2021-7-28;25;40.4168;-3.7038
Madrid;2021-7-29;29;40.4168;-3.7038
Madrid;2021-7-30;32;40.4168;-3.7038
Madrid;2021-7-31;25;40.4168;-3.7038
Madrid;2021-8-1;29;40.4168;-3.7038
Madrid;2021-8-2;27;40.4168;-3.7038
Madrid;2021-8-3;22;40.4168;-3.7038
Madrid;2021-8-4;21;40.4168;-3.7038
Madrid;2021-8-5;25;40.4168;-3.7038
Madrid;2021-8-6;19;40.4168;-3.7038
Madrid;2021-8-7;23;40.4168;-3.7038
Madrid;2021-8-8;22;40.4168;-3.7038
Madrid;2021-8-9;20;40.4168;-3.7038
Madrid;2021-8-10;31;40.4168;-3.7038
Madrid;2021-8-11;30;40.4168;-3.7038
Madrid;2021-8-12;19;40.4168;-3.7038
Madrid;2021-8-13;28;40.4168;-3.7038
Madrid;2021-8-14;22;40.4168;-3.7038
Madrid;2021-8-15;25;40.4168;-3.7038
Madrid;2021-8-16;22;40.4168;-3.7038
Madrid;2021-8-17;20;40.4168;-3.7038
Madrid;2021-8-18;19;40.4168;-3.7038
Madrid;2021-8-19;26;40.4168;-3.7038
Madrid;2021-8-20;25;40.4168;-3.7038
Madrid;2021-8-21;23;40.4168;-3.7038
Madrid;2021-8-22;30;40.4168;-3.7038
Madrid;2021-8-23;27;40.4168;-3.7038
Madrid;2021-8-24;22;40.4168;-3.7038
Madrid;2021-8-25;23;40.4168;-3.7038
Madrid;2021-8-26;23;40.4168;-3.7038
Madrid;2021-8-27;21;40.4168;-3.7038
Madrid;2021-8-28;27;40.4168;-3.7038
Madrid;2021-8-29;29;40.4168;-3.7038
Madrid;2021-8-30;29;40.4168;-3.7038
Madrid;2021-8-31;18;40.4168;-3.7038
Madrid;2021-9-1;19;40.4168;-3.7038
Madrid;2021-9-2;22;40.4168;-3.7038
Madrid;2021-9-3;25;40.4168;-3.7038
Madrid;2021-9-4;25;40.4168;-3.7038
Madrid;2021-9-5;19;40.4168;-3.7038
Madrid;2021-9-6;17;40.4168;-3.7038
Madrid;2021-9-7;27;40.4168;-3.7038
Madrid;2021-9-8;18;40.4168;-3.7038
Madrid;2021-9-9;23;40.4168;-3.7038
Madrid;2021-9-10;19;40.4168;-3.7038
Madrid;2021-9-11;18;40.4168;-3.7038
Madrid;2021-9-12;21;40.4168;-3.7038
Madrid;2021-9-13;22;40.4168;-3.7038
Madrid;2021-9-14;18;40.4168;-3.7038
Madrid;2021-9-15;15;40.4168;-3.7038
Madrid;2021-9-16;16;40.4168;-3.7038
Madrid;2021-9-17;22;40.4168;-3.7038
Madrid;2021-9-18;18;40.4168;-3.7038
Madrid;2021-9-19;23;40.4168;-3.7038
Madrid;2021-9-20;20;40.4168;-3.7038
Madrid;2021-9-21;20;40.4168;-3.7038
Madrid;2021-9-22;26;40.4168;-3.7038
Madrid;2021-9-23;27;40.4168;-3.7038
Madrid;2021-9-24;19;40.4168;-3.7038
Madrid;2021-9-25;27;40.4168;-3.7038
Madrid;2021-9-26;27;40.4168;-3.7038
Madrid;2021-9-27;26;40.4168;-3.7038
Madrid;2021-9-28;26;40.4168;-3.7038
Madrid;2021-9-29;16;40.4168;-3.7038
Madrid;2021-9-30;18;40.4168;-3.7038
Madrid;2021-10-1;17;40.4168;-3.7038
Madrid;2021-10-2;14;40.4168;-3.7038
Madrid;2021-10-3;19;40.4168;-3.7038
Madrid;2021-10-4;16;40.4168;-3.7038
Madrid;2021-10-5;11;40.4168;-3.7038
Madrid;2021-10-6;18;40.4168;-3.7038
Madrid;2021-10-7;16;40.4168;-3.7038
Madrid;2021-10-8;19;40.4168;-3.7038
Madrid;2021-10-9;18;40.4168;-3.7038
Madrid;2021-10-10;15;40.4168;-3.7038
Madrid;2021-10-11;13;40.4168;-3.7038
Madrid;2021-10-12;11;40.4168;-3.7038
Madrid;2021-10-13;12;40.4168;-3.7038
Madrid;2021-10-14;12;40.4168;-3.7038
Madrid;2021-10-15;17;40.4168;-3.7038
Madrid;2021-10-16;16;40.4168;-3.7038
Madrid;2021-10-17;14;40.4168;-3.7038
Madrid;2021-10-18;20;40.4168;-3.7038
Madrid;2021-10-19;17;40.4168;-3.7038
Madrid;2021-10-20;20;40.4168;-3.7038
Madrid;2021-10-21;13;40.4168;-3.7038
Madrid;2021-10-22;14;40.4168;-3.7038
Madrid;2021-10-23;16;40.4168;-3.7038
Madrid;2021-10-24;11;40.4168;-3.7038
Madrid;2021-10-25;18;40.4168;-3.7038
Madrid;2021-10-26;21;40.4168;-3.7038
Madrid;2021-10-27;12;40.4168;-3.7038
Madrid;2021-10-28;11;40.4168;-3.7038
Madrid;2021-10-29;14;40.4168;-3.7038
Madrid;2021-10-30;20;40.4168;-3.7038
Madrid;2021-10-31;18;40.4168;-3.7038
Madrid;2021-11-1;13;40.4168;-3.7038
Madrid;2021-11-2;8;40.4168;-3.7038
Madrid;2021-11-3;9;40.4168;-3.7038
Madrid;2021-11-4;13;40.4168;-3.7038
Madrid;2021-11-5;13;40.4168;-3.7038
Madrid;2021-11-6;10;40.4168;-3.7038
Madrid;2021-11-7;10;40.4168;-3.7038
Madrid;2021-11-8;9;40.4168;-3.7038
Madrid;2021-11-9;14;40.4168;-3.7038
Madrid;2021-11-10;14;40.4168;-3.7038
Madrid;2021-11-11;12;40.4168;-3.7038
Madrid;2021-11-12;10;40.4168;-3.7038
Madrid;2021-11-13;8;40.4168;-3.7038
Madrid;2021-11-14;13;40.4168;-3.7038
Madrid;2021-11-15;10;40.4168;-3.7038
Madrid;2021-11-16;12;40.4168;-3.7038
Madrid;2021-11-17;9;40.4168;-3.7038
Madrid;2021-11-18;10;40.4168;-3.7038
Madrid;2021-11-19;8;40.4168;-3.7038
Madrid;2021-11-20;13;40.4168;-3.7038
Madrid;2021-11-21;12;40.4168;-3.7038
Madrid;2021-11-22;7;40.4168;-3.7038
Madrid;2021-11-23;13;40.4168;-3.7038
Madrid;2021-11-24;10;40.4168;-3.7038
Madrid;2021-11-25;11;40.4168;-3.7038
Madrid;2021-11-26;9;40.4168;-3.7038
Madrid;2021-11-27;14;40.4168;-3.7038
Madrid;2021-11-28;11;40.4168;-3.7038
Madrid;2021-11-29;8;40.4168;-3.7038
Madrid;2021-11-30;7;40.4168;-3.7038
Madrid;2021-12-1;9;40.4168;-3.7038
Madrid;2021-12-2;11;40.4168;-3.7038
Madrid;2021-12-3;8;40.4168;-3.7038
Madrid;2021-12-4;9;40.4168;-3.7038
Madrid;2021-12-5;6;40.4168;-3.7038
Madrid;2021-12-6;11;40.4168;-3.7038
Madrid;2021-12-7;8;40.4168;-3.7038
Madrid;2021-12-8;7;40.4168;-3.7038
Madrid;2021-12-9;4;40.4168;-3.7038
Madrid;2021-12-10;6;40.4168;-3.7038
Madrid;2021-12-11;11;40.4168;-3.7038
Madrid;2021-12-12;9;40.4168;-3.7038
Madrid;2021-12-13;11;40.4168;-3.7038
Madrid;2021-12-14;10;40.4168;-3.7038
Madrid;2021-12-15;4;40.4168;-3.7038
Madrid;2021-12-16;6;40.4168;-3.7038
Madrid;2021-12-17;11;40.4168;-3.7038
Madrid;2021-12-18;4;40.4168;-3.7038
Madrid;2021-12-19;8;40.4168;-3.7038
Madrid;2021-12-20;9;40.4168;-3.7038
Madrid;2021-12-21;5;40.4168;-3.7038
Madrid;2021-12-22;9;40.4168;-3.7038
Madrid;2021-12-23;9;40.4168;-3.7038
Madrid;2021-12-24;9;40.4168;-3.7038
Madrid;2021-12-25;7;40.4168;-3.7038
Madrid;2021-12-26;9;40.4168;-3.7038
Madrid;2021-12-27;11;40.4168;-3.7038
Madrid;2021-12-28;6;40.4168;-3.7038
Madrid;2021-12-29;5;40.4168;-3.7038
Madrid;2021-12-30;5;40.4168;-3.7038
Madrid;2021-12-31;11;40.4168;-3.7038
Madrid;2022-1-1;5;40.4168;-3.7038
Madrid;2022-1-2;5;40.4168;-3.7038
Madrid;2022-1-3;5;40.4168;-3.7038
Madrid;2022-1-4;13;40.4168;-3.7038
Madrid;2022-1-5;14;40.4168;-3.7038
Madrid;2022-1-6;8;40.4168;-3.7038
Madrid;2022-1-7;4;40.4168;-3.7038
Madrid;2022-1-8;5;40.4168;-3.7038
Madrid;2022-1-9;4;40.4168;-3.7038
Madrid;2022-1-10;7;40.4168;-3.7038
Madrid;2022-1-11;6;40.4168;-3.7038
Madrid;2022-1-12;14;40.4168;-3.7038
Madrid;2022-1-13;12;40.4168;-3.7038
Madrid;2022-1-14;11;40.4168;-3.7038
Madrid;2022-1-15;13;40.4168;-3.7038
Madrid;2022-1-16;7;40.4168;-3.7038
Madrid;2022-1-17;9;40.4168;-3.7038
Madrid;2022-1-18;7;40.4168;-3.7038
Madrid;2022-1-19;10;40.4168;-3.7038
Madrid;2022-1-20;8;40.4168;-3.7038
Madrid;2022-1-21;4;40.4168;-3.7038
Madrid;2022-1-22;8;40.4168;-3.7038
Madrid;2022-1-23;3;40.4168;-3.7038
Madrid;2022-1-24;7;40.4168;-3.7038
Madrid;2022-1-25;11;40.4168;-3.7038
Madrid;2022-1-26;5;40.4168;-3.7038
Madrid;2022-1-27;7;40.4168;-3.7038
Madrid;2022-1-28;6;40.4168;-3.7038
Madrid;2022-1-29;13;40.4168;-3.7038
Madrid;2022-1-30;12;40.4168;-3.7038
Madrid;2022-1-31;12;40.4168;-3.7038
Madrid;2022-2-1;8;40.4168;-3.7038
Madrid;2022-2-2;5;40.4168;-3.7038
Madrid;2022-2-3;10;40.4168;-3.7038
Madrid;2022-2-4;13;40.4168;-3.7038
Madrid;2022-2-5;5;40.4168;-3.7038
Madrid;2022-2-6;8;40.4168;-3.7038
Madrid;2022-2-7;15;40.4168;-3.7038
Madrid;2022-2-8;14;40.4168;-3.7038
Madrid;2022-2-9;14;40.4168;-3.7038
Madrid;2022-2-10;15;40.4168;-3.7038
Madrid;2022-2-11;10;40.4168;-3.7038
Madrid;2022-2-12;8;40.4168;-3.7038
Madrid;2022-2-13;5;40.4168;-3.7038
Madrid;2022-2-14;14;40.4168;-3.7038
Madrid;2022-2-15;15;40.4168;-3.7038
Madrid;2022-2-16;5;40.4168;-3.7038
Madrid;2022-2-17;8;40.4168;-3.7038
Madrid;2022-2-18;10;40.4168;-3.7038
Madrid;2022-2-19;13;40.4168;-3.7038
Madrid;2022-2-20;6;40.4168;-3.7038
Madrid;2022-2-21;14;40.4168;-3.7038
Madrid;2022-2-22;10;40.4168;-3.7038
Madrid;2022-2-23;8;40.4168;-3.7038
Madrid;2022-2-24;12;40.4168;-3.7038
Madrid;2022-2-25;10;40.4168;-3.7038
Madrid;2022-2-26;7;40.4168;-3.7038
Madrid;2022-2-27;4;40.4168;-3.7038
Madrid;2022-2-28;13;40.4168;-3.7038
Madrid;2022-3-1;15;40.4168;-3.7038
Madrid;2022-3-2;16;40.4168;-3.7038
Madrid;2022-3-3;7;40.4168;-3.7038
Madrid;2022-3-4;18;40.4168;-3.7038
Madrid;2022-3-5;8;40.4168;-3.7038
Madrid;2022-3-6;6;40.4168;-3.7038
Madrid;2022-3-7;17;40.4168;-3.7038
Madrid;2022-3-8;14;40.4168;-3.7038
Madrid;2022-3-9;13;40.4168;-3.7038
Madrid;2022-3-10;11;40.4168;-3.7038
Madrid;2022-3-11;9;40.4168;-3.7038
Madrid;2022-3-12;12;40.4168;-3.7038
Madrid;2022-3-13;13;40.4168;-3.7038
Madrid;2022-3-14;8;40.4168;-3.7038
Madrid;2022-3-15;16;40.4168;-3.7038
Madrid;2022-3-16;10;40.4168;-3.7038
Madrid;2022-3-17;16;40.4168;-3.7038
Madrid;2022-3-18;9;40.4168;-3.7038
Madrid;2022-3-19;10;40.4168;-3.7038
Madrid;2022-3-20;13;40.4168;-3.7038
Madrid;2022-3-21;8;40.4168;-3.7038
Madrid;2022-3-22;14;40.4168;-3.7038
Madrid;2022-3-23;13;40.4168;-3.7038
Madrid;2022-3-24;18;40.4168;-3.7038
Madrid;2022-3-25;16;40.4168;-3.7038
Madrid;2022-3-26;16;40.4168;-3.7038
Madrid;2022-3-27;16;40.4168;-3.7038
Madrid;2022-3-28;8;40.4168;-3.7038
Madrid;2022-3-29;9;40.4168;-3.7038
Madrid;2022-3-30;14;40.4168;-3.7038
Madrid;2022-3-31;7;40.4168;-3.7038
Madrid;2022-4-1;19;40.4168;-3.7038
Madrid;2022-4-2;19;40.4168;-3.7038
Madrid;2022-4-3;9;40.4168;-3.7038
Madrid;2022-4-4;12;40.4168;-3.7038
Madrid;2022-4-5;13;40.4168;-3.7038
Madrid;2022-4-6;10;40.4168;-3.7038
Madrid;2022-4-7;17;40.4168;-3.7038
Madrid;2022-4-8;8;40.4168;-3.7038
Madrid;2022-4-9;8;40.4168;-3.7038
Madrid;2022-4-10;18;40.4168;-3.7038
